,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
404,Good Deal 1BR at Cosmo Terrace Apartment By Travelio,1,1,35,2,2200,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6000000
405,Modern 1BR City View @ Signature Park Grande Apartment By Travelio,1,1,35,2,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,6000000
406,Strategic 1BR The Boulevard Apartment with Luxurious Design By Travelio,1,1,43,2,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,6000000
407,Best Emerald Studio Room Apartment at Capitol Park Residence By Travelio,0,1,28,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,6000000
408,Comfy and Homey Studio Apartment at Nine Residence By Travelio,0,1,38,2,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5874064
409,Cozy Studio Room at Nine Residence Apartment By Travelio,0,1,38,2,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5878740
410,Comfort and Best Choice 2BR at Nifarro Park Apartment By Travelio,2,1,51,4,2200,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,Full Furnished,5537638
411,Cozy Stay 2BR Apartment at Metro Park Residence By Travelio,2,1,45,3,2200,"Jl. Pilarmas Utama Raya Kav. 28, RT.5/RW.3, Kedoya Selatan, Kebun Jeruk, Jakarta Barat 11520",1,Full Furnished,6049999
412,Comfy 2BR Apartment at Nifarro Park Pasar Minggu By Travelio,2,1,51,4,2200,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,Full Furnished,5927638
413,Chic and Compact Studio Apartment at Capitol Park Residence By Travelio,0,1,23,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,6090000
414,Bright 2BR Apartment at Bassura City near Shopping Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,6099999
415,Cozy and Strategic 2BR at Westmark Apartment By Travelio,2,1,37,3,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,6100000
416,1 BR City View at Sudirman Park Apartment By Travelio,1,1,42,2,3000,"Jl. Kh. Mas Mansyur Kav. 35 RT.11/RW.09, Karet Tengsin, Tanah Abang, RT.12/RW.11, Karet Tengsin, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,6143903
417,Newly Furnished Studio Apartment at Menteng Park By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,6173549
418,Spacious Studio Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,6173549
419,2 BR Apartment Madison Near Central Park With City View By Travelio,2,1,49,5,3300,"Jalan Tanjung Duren Selatan RT.12/RW.6, Grogol petamburan, Tanjung Duren Selatan, RT.8/RW.6, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,6191402
420,Best 2BR with Prime Location at MT Haryono Square Apartment By Travelio,2,2,64,4,4500,"Jl. Otista Raya No.390, RT.6/RW.12, Kp. Melayu, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",1,Full Furnished,6192561
421,Spacious and Good 3BR Pangeran Jayakarta Apartment By Travelio,3,2,95,6,3300,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,Full Furnished,6199999
422,Comfortable with Modern Style Studio Apartment at Nine Residence By Travelio,0,1,29,2,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,6199999
423,Elegant and Comfort 2BR Apartment at Pasar Baru Mansion By Travelio,2,1,49,3,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,6199999
424,Best View and Comfy Studio Gold Coast Apartment By Travelio,0,1,28,2,1,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,Full Furnished,6209249
425,Luxurious and Elegant 3BR Vittoria Apartment By Travelio,3,1,53,4,3500,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Full Furnished,6221999
426,Spacious and Comfy 2BR Nifarro Park Apartment By Travelio,2,1,51,3,2200,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,Full Furnished,6223699
427,Golf View 2BR @ The Mansion Kemayoran Apartment By Travelio,2,1,57,4,7700,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,6274274
428,Cozy 2BR Gading Nias Apartment By Travelio,2,1,29,4,2200,"Jl. Pegangsaan Dua, RT. 02/RW. 03, Pegangsaan Dua, Kelapa Gading, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14250",-1,Full Furnished,2490065
429,Strategic and Homey 1BR Thamrin Residence Apartment By Travelio,1,1,41,2,3500,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6300000
430,Minimalist 2BR Apartment at Signature Park Grande near MT. Haryono By Travelio,2,1,43,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5674910
431,Modern and Comfy 2BR with Golf View at The Mansion Kemayoran By Travelio,2,1,62,4,7700,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,6318899
432,Warm and Cozy 2BR Apartment Woodland Park Residence By Travelio,2,1,39,3,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,6388249
433,Strategic and Minimalist 1BR Apartment at Thamrin Residence By Travelio,1,1,38,2,3500,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5922499
434,1BR Luxury CitraLake Suites Apartment By Travelio,1,1,54,2,3500,"Jl. Raya Citra, RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,Full Furnished,6424999
435,Modern Elegant and Good 3BR at Pangeran Jayakarta Apartment By travelio,3,2,95,6,5500,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,Full Furnished,6424999
436,Good Choice for 2BR at Sudirman Park Apartment By Travelio,2,1,56,3,2200,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,6449999
437,Spacious 2BR GP Plaza Apartment By Travelio,2,1,48,4,1,"Jl. Gelora II No. 1, Slipi, Palmerah, RT.1/RW.1, Gelora, Kota Jakarta Pusat, DKI Jakarta 10270",1,Full Furnished,6476624
438,Nice and Private 1BR Apartment at Thamrin Residence By Travelio,1,1,37,2,3500,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5994999
439,Good Deal for 2BR at Cosmo Terrace Apartment By Travelio,2,1,49,3,3700,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6500000
440,Elegant Studio Apartment @ Menteng Park By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,6500000
441,Comfort and Spacious 2BR Signature Park Grande Apartment By Travelio,2,1,49,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5014339
442,Cozy and Modern 3BR Apartment at Gading Greenhill By Travelio,3,2,79,4,3500,"Jl. Pegangsaan Dua No.97, RT.10/RW.3, Pegangsaan Dua, Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",1,Full Furnished,6522899
443,Simple 2BR Sudirman Park Apartment By Travelio,2,1,46,3,3500,"RT.10/RW.11, Karet Tengsin, Tanah Abang, Central Jakarta City, Jakarta 10250",1,Full Furnished,6529999
444,Luxurious Minimalist 2BR at GP Plaza Apartment By Travelio,2,1,51,4,2200,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Full Furnished,6060999
445,Comfort 2BR Apartment at Cervino Village By Travelio,2,1,53,3,2200,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,Full Furnished,6623624
446,Strategic 2BR Apartment with Workspace @ Season City By Travelio,2,2,87,4,1,"Jl. Prof. Dr. Latumenten No.33, Jembatan Besi, Tambora, RT.13/RW.1, Jemb. Besi, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320",1,Full Furnished,6636781
447,Modern and Comfy 3BR Bassura City Apartment By Travelio,3,1,48,4,3500,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,6660929
448,New And Modern 3BR Grand Palace Kemayoran Apartment By Travelio,3,2,115,4,3500,"Grand Palace Kemayoran Apartment Jl.H.Benyamin Sueb Blok A5, Kemayoran – Jakarta Pusat",1,Full Furnished,6515919
449,Best Deal 3BR Apartment Bassura City near Shopping Center By Travelio,3,1,48,4,3500,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,6680929
450,Homey and Comfy 3BR at Bassura City Apartment By Travelio,3,1,48,4,3300,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,6180929
451,Best Space of 3BR Apartment Grand Palace Kemayoran By Travelio,3,2,91,8,3500,"Grand Palace Kemayoran Apartment Tower Genova Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6699999
452,Best of the Best 3BR Apartment Grand Palace/Pallazo Kemayoran By Travelio,3,2,91,8,3500,"Jalan Benyamin Suaeb , RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6699999
453,Monthly Promo 3BR Grand Palace Kemayoran with Sofabed by Travelio,3,2,91,8,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6699999
454,Fancy and Classic Studio Room at Bellezza Apartment By Travelio,0,1,36,2,3300,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,6724999
455,Minimalist and Cozy 2BR Apartment at The Boulevard By Travelio,2,1,43,4,4400,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,5239999
456,Homey and Spacious 1BR Apartment at Thamrin Residence By Travelio,1,1,41,2,2200,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6252699
457,Spacious 3BR Residence at Grand Palace Kemayoran Apartment By Travelio,3,2,116,4,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6797686
458,Extra Space 3BR Apartment Grand Palace Kemayoran By Travelio,3,2,116,4,3500,"Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6799999
459,Luxurious 1BR @ The Empyreal Condominium Epicentrum Apartment By Travelio,1,2,86,2,6600,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,5833749
460,Relaxing 3BR Apartment at Bassura City near Shopping Mall By Travelio,3,1,48,5,3500,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,6855348
461,2BR Cosmo Terrace Apartment next to Thamrin City By Travelio,2,1,57,3,3500,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6719616
462,Comfy 2BR Sudirman Park Apartment at Central Area By Travelio,2,1,52,3,3500,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,6888846
463,3BR Business Residence at Grand Palace Kemayoran By Travelio,3,2,91,4,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,6899999
464,Luxurious 2BR Apartment at Belmont Residence By Travelio,2,1,41,3,3500,"Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,Full Furnished,6900000
465,Posh 2BR Apartment at Green Bay Pluit By Travelio,2,1,35,4,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,6900000
466,Sea View 1BR Apartment for 4 Pax at Ancol Mansion By Travelio,1,1,72,4,3500,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,6999999
467,Cozy and Elegant 2BR Apartment Royal Olive Residence By Travelio,2,1,50,4,1,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,6999999
468,Cozy 2BR at Taman Rasuna Kuningan Apartment By Travelio,2,2,73,4,5000,"Kompleks Epicentrum, Jalan HR. Rasuna Said, RT.16/RW.1, Karet Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,6499999
469,Sea View Japanese Style 1 BR Apartment at Ancol Mansion for 4 Pax By Travelio,1,1,78,5,3500,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,6999999
470,Homey and Spacious 3BR Kondominium Juanda Apartment By Travelio,3,2,116,4,6600,"RT.6/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",1,Full Furnished,5999999
471,1BR Tamansari Semanggi Apartment near Lotte Shopping Mall By Travelio,1,1,35,2,1,"Jl. Akri No. 134, Setiabudi, Jakarta Selatan - 12930",1,Full Furnished,7000000
472,Modern and Spacious 1BR Apartment at L'Avenue By Travelio,1,1,58,2,2200,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,6001934
473,Cozy Stay 2BR Apartment Woodland Park Residence By Travelio,2,1,56,3,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,6310720
474,Convenient 2BR Apartment at Pasar Baru Mansion By Travelio,2,1,49,4,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,7035000
475,Simply Homey 2BR Gardenia Boulevard Apartment By Travelio,2,1,48,3,2200,"Jl. Warung Jati Barat No.15, RT.2/RW.11, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,Full Furnished,7052499
476,Good Choice 1BR Apartment at Aspen Residence By Travelio,2,2,54,3,2200,"Jl. RS Fatmawati No.1, RT.1/RW.1, Pd. Labu, Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450",1,Full Furnished,7099999
477,Modern 1BR Tamansari Semanggi Apartment By Travelio,1,1,37,2,1,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,6416537
478,Luxury 2BR at T Plaza Apartment By Travelio,2,1,44,3,1,"Jl. Penjernihan 1, RT.10/RW.6, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Jakarta 10210",1,Full Furnished,5624999
479,Comfy 2BR Gardenia Boulevard Apartment By Travelio,2,1,48,4,2300,"Jl. Warung Jati Barat No.12, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,Full Furnished,5631958
480,Classic Style 2BR At Redtop Apartment near Juanda By Travelio,2,2,106,4,6600,"Jl. Pecenongan No.72, RT.2/RW.4, Kb. Klp., Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",1,Full Furnished,7039999
481,Brand New and Cozy 1BR Lexington Apartment By Travelio,1,1,56,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,7200000
482,Modern 3BR Apartment at Springhill Terrace Residence By Travelio,3,2,73,4,1,"Jl. Benyamin Sueb, RW.10, Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,7216499
483,Exclusive and Great Location 1BR Gold Coast Apartment near PIK By Travelio,1,1,29,2,3500,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,Full Furnished,7229249
484,Best Location 2BR Apartment at The Aspen Residence By Travelio,2,1,40,3,2200,"Jl. RS Fatmawati No.1, RT.1/RW.1, Pd. Labu, Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450",1,Full Furnished,7292999
485,Trendy Studio at Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7298706
486,Minimalist Studio Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7299999
487,Exclusive Studio Apartment at Menteng Park By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7299999
488,Comfy Studio Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7299999
489,Spacious and Comfortable 1BR Lexington Apartment By Travelio,1,1,51,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,6345813
490,Minimalist and Homey Studio Menteng Park Apartment By Travelio,0,1,28,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7349999
491,Comfy and Relax 1BR Apartment Lexington Residence By Travelio,1,1,53,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5876486
492,New Furnished 1BR Apartment at Gold Coast near PIK By Travelio,1,1,29,2,1,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,Full Furnished,7384999
493,Monochrome 1BR Lexington Apartment By Travelio,1,1,53,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,7393986
494,3BR Executive Residence at Grand Palace Kemayoran By Travelio,3,2,116,4,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,7399999
495,Comfort and Strategic 2BR Apartment at Aspen Residence By Travelio,2,1,47,3,2200,"Jl. RS Fatmawati No.1, RT.1/RW.1, Pd. Labu, Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450",1,Full Furnished,7430302
496,Modern and Comfy Studio Apartment The Accent Bintaro By Travelio,0,1,30,2,2200,"Jl. Wahid Hasyim Blok FG 12 No. 43, Pd. Jaya, Pd. Aren, Kota Tangerang Selatan, Banten 15222",1,Full Furnished,7500000
497,Fabulous Menteng Park Studio Apartment By Travelio,0,1,28,2,3600,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7500000
498,Best Choice 1BR Apartment at Lexington Residence By Travelio,1,1,56,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,7522656
499,New Furnished 1BR at Lexington Residence Apartment By Travelio,1,1,56,2,2200,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,7540156
500,Gorgeous Studio @ Menteng Park Apartment By Travelio,0,1,33,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,7560000
501,Beautiful and Comfy 2BR Apartment at Royal Olive Residence By Travelio,2,1,51,3,2200,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,7574209
502,Cozy 2BR Cosmo Residence Apartment near Thamrin City Mall By Travelio,2,1,54,3,2200,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,7462499
503,Cozy and Minimalist 2BR Green Bay Condominium Apartment By Travelio,2,2,74,3,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,7624999
504,2BR Apartment @The Royal Olive Residence By Travelio,2,1,51,4,1,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Pancoran, RT.1/RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,7636419
505,1BR Near Grand Indonesia Thamrin Executive Apartment by Travelio,1,1,36,2,1300,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,7662999
506,Modern 1BR Apartment at Central Park Residence By Travelio,1,1,44,2,1,"Jl. S. Parman Kav. 93 - 94, RT.12/RW.6, Tj Duren Selatan, Grogol Petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 13460",-1,Full Furnished,7687499
507,Elegant and Spacious 1BR at Citralake Suites Apartment By Travelio,1,1,52,3,3500,"Jl. Raya Citra, RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,Full Furnished,7700000
508,Spacious 2BR at Royal Olive Apartment By Travelio,2,1,51,4,2200,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,7701249
